datetime,carbon_intensity_gco2_kwh,gas_share,wind_share,solar_share,nuclear_share,biomass_share,hydro_share,imports_share,coal_share,other_share
2026-09-06T00:00Z,77.0,28.7,25.1,0.0,26.7,15.7,0.0,3.8,0.0,0.0
2026-09-06T00:30Z,74.0,26.1,25.5,0.0,26.3,15.2,0.0,6.8,0.0,0.0
2026-09-06T01:00Z,68.0,23.8,27.4,0.0,26.2,15.4,0.0,7.2,0.0,0.0
2026-09-06T01:30Z,69.0,21.0,30.2,0.0,27.1,15.6,0.0,6.1,0.0,0.0
2026-09-06T02:00Z,67.0,18.0,33.3,0.0,26.2,16.2,0.0,6.2,0.0,0.0
2026-09-06T02:30Z,74.0,17.0,35.9,0.0,26.2,15.9,0.0,4.9,0.0,0.0
2026-09-06T03:00Z,68.0,15.9,36.7,0.0,25.6,14.9,0.0,7.0,0.0,0.0
2026-09-06T03:30Z,73.0,13.8,39.7,0.0,25.3,14.8,0.0,6.4,0.0,0.0
2026-09-06T04:00Z,67.0,13.1,42.0,0.0,25.0,14.2,0.0,5.7,0.0,0.0
2026-09-06T04:30Z,66.0,12.0,45.7,0.0,24.7,13.8,0.0,3.7,0.0,0.0
2026-09-06T05:00Z,61.0,11.0,47.6,0.4,24.1,13.3,0.0,3.6,0.0,0.0
2026-09-06T05:30Z,65.0,10.7,49.6,1.0,22.7,12.3,0.0,3.7,0.0,0.0
2026-09-06T06:00Z,65.0,8.9,51.3,2.4,21.9,11.3,0.0,4.3,0.0,0.0
2026-09-06T06:30Z,60.0,8.4,51.4,5.9,20.4,9.5,0.0,4.4,0.0,0.0
2026-09-06T07:00Z,56.0,7.4,50.9,9.3,19.4,8.3,0.0,4.7,0.0,0.0
2026-09-06T07:30Z,48.0,6.0,50.2,12.5,19.0,7.7,0.0,4.7,0.0,0.0
2026-09-06T08:00Z,41.0,5.7,49.0,15.8,17.7,7.4,0.0,4.4,0.0,0.0
2026-09-06T08:30Z,39.0,5.0,47.9,18.9,16.9,7.1,0.0,4.1,0.0,0.0
2026-09-06T09:00Z,37.0,4.5,46.7,21.9,16.4,6.7,0.0,3.9,0.0,0.0
2026-09-06T09:30Z,35.0,4.4,45.7,24.0,15.7,6.5,0.0,3.7,0.0,0.0
2026-09-06T10:00Z,35.0,4.5,44.9,25.4,15.2,6.4,0.0,3.6,0.0,0.0
2026-09-06T10:30Z,34.0,4.4,44.6,26.8,14.5,6.2,0.0,3.4,0.0,0.0
